Código;Descrição;Situação;Situação Conferência;Situação Sorter;Cod. SKU;Num. Picking;Num. Pedido;Num. Caixa Plástica;Num. Endereço;Num. Posto;Num. Conferencia;Num. Controle;Cor LED;Data Início;Data Finalização;Data Conferência;Quantidade;Quantidade Separada;Quantidade Conferida;Usuário Operador;Usuário Conferência;Livre 1;Livre 2;Livre 3;Livre 4;Livre 5;Livre 6;Livre 6;Livre 6;Livre 6;Livre 10;
397247;OCULOS SEGURANCA FUME SKY                DELTAPLUS;F;F;;22251;0000284744;3589909;060429;150545;6;1;;;02/09/2025 00:15;02/09/2025 01:42;02/09/2025 03:02;6;6;6;FLAVIO.SILVA;LUIS.ALMEIDA;2;369600;PLASTICA;109350;23;PLASTICA;31362;7898554010087;PESADO;PEÇA;
397246;ROLO ESPUMA CINZA C/CB.05CM            1010-COMPEL;F;F;;3617;0000284744;3589909;060429;150624;6;1;;;02/09/2025 00:15;02/09/2025 01:43;02/09/2025 03:02;15;15;15;FLAVIO.SILVA;LUIS.ALMEIDA;2;369570;PLASTICA;109350;23;PLASTICA;31362;2000000072005;PESADO;PEÇA;
397245;PROLONGADOR EXT.CURTA CR.1/2" 40mm   11850E-GARDEN;F;F;;28995;0000284744;3589909;060429;150488;6;1;;;02/09/2025 00:15;02/09/2025 01:41;02/09/2025 03:02;2;2;2;FLAVIO.SILVA;LUIS.ALMEIDA;2;369565;PLASTICA;109350;23;PLASTICA;31362;7893308002202;PESADO;PEÇA;
397244;TOM.20A.BR.                     20141/STYLUS-ILUMI;F;F;;12382;0000284744;3589909;060429;154284;5;1;;;02/09/2025 00:15;02/09/2025 01:31;02/09/2025 03:02;1;1;1;FLAVIO.SILVA;LUIS.ALMEIDA;2;369594;PLASTICA;109350;23;PLASTICA;31362;7898493991263;PESADO;PEÇA;
397243;DUREPOXI 100gr.                             HENKEL;F;F;;211;0000284744;3589909;060429;150148;5;1;;;02/09/2025 00:15;02/09/2025 01:30;02/09/2025 03:02;1;1;1;FLAVIO.SILVA;LUIS.ALMEIDA;2;369584;PLASTICA;109350;23;PLASTICA;31362;7891200007905;PESADO;CAIXA TEMP 2;
397242;FITA ISOLANTE 20m(19x20m)                 ADELBRAS;F;F;;32247;0000284744;3589909;060429;150156;5;1;;;02/09/2025 00:15;02/09/2025 01:31;02/09/2025 03:02;2;2;2;FLAVIO.SILVA;LUIS.ALMEIDA;2;369572;PLASTICA;109350;23;PLASTICA;31362;7896603806124;PESADO;AMARRADO;
397241;LUVA SOLDAVEL 32MM                      -PLASTILIT;F;F;;30441;0000284744;3589909;060429;149819;4;1;;;02/09/2025 00:15;02/09/2025 01:29;02/09/2025 03:02;1;1;1;FABRICIO.SILVA;LUIS.ALMEIDA;2;369558;PLASTICA;109350;23;PLASTICA;31362;17898067900087;PESADO;PACOTE;
397240;JOELHO 90º ESGOTO 40MM                     FORTLEV;F;F;;26906;0000284744;3589909;060429;149791;4;1;;;02/09/2025 00:15;02/09/2025 01:28;02/09/2025 03:02;4;4;3;FABRICIO.SILVA;LUIS.ALMEIDA;2;369574;PLASTICA;109350;23;PLASTICA;31362;17898543591082;PESADO;PACOTE;
397239;BUCHA RED.ROSCAVEL 1X3/4"               -PLASTILIT;F;F;;30518;0000284744;3589909;060429;160209;3;1;;;02/09/2025 00:15;02/09/2025 00:46;02/09/2025 03:02;1;1;1;ELIASJ;LUIS.ALMEIDA;2;369577;PLASTICA;109350;23;PLASTICA;31362;17898067903200;PESADO;PACOTE;
397238;LUVA SOLD/ROSCA(LR)25x3/4"               488-KRONA;F;F;;10390;0000284744;3589909;060429;161964;1;1;;;02/09/2025 00:15;02/09/2025 00:30;02/09/2025 03:02;1;1;1;ALISON.PEREIRA;LUIS.ALMEIDA;2;369561;PLASTICA;109350;23;PLASTICA;31362;17897801300763;PESADO;CAIXA TEMP 3;
397237;ESPATULA CB.PLASTICO 06cm                 7106-MAX;F;F;;1156;0000284744;3589909;060429;153700;1;1;;;02/09/2025 00:15;02/09/2025 00:41;02/09/2025 03:02;1;0;0;ALISON.PEREIRA;LUIS.ALMEIDA;2;369557;PLASTICA;109350;23;PLASTICA;31362;17898159701349;PESADO;CAIXA;
397236;TE SOLDAVEL 25MM"                          FORTLEV;F;F;;26878;0000284744;3589909;060429;153852;1;1;;;02/09/2025 00:15;02/09/2025 00:30;02/09/2025 03:02;50;50;50;ALISON.PEREIRA;LUIS.ALMEIDA;2;369603;PLASTICA;109350;23;PLASTICA;31362;7898543590408;PESADO;PEÇA;
397235;ALICATE CORTE 06"                          B.CORTE;F;F;;29977;0000284744;3589909;060429;153686;1;1;;;02/09/2025 00:15;02/09/2025 00:41;02/09/2025 03:02;2;0;0;ALISON.PEREIRA;LUIS.ALMEIDA;2;369579;PLASTICA;109350;23;PLASTICA;31362;7898181497695;PESADO;PEÇA;
397234;LUVA SOLDAVEL 20MM                      -PLASTILIT;F;F;;30439;0000284744;3589909;060429;149252;1;1;;;02/09/2025 00:15;02/09/2025 00:30;02/09/2025 03:02;1;1;1;ALISON.PEREIRA;LUIS.ALMEIDA;2;369563;PLASTICA;109350;23;PLASTICA;31362;17898067900063;PESADO;PACOTE;
397233;DISJ.CURVA C DIN 1X20A                  TRAMONTINA;F;F;;23091;0000284743;3590363;0719;163310;101;1;;;02/09/2025 00:26;02/09/2025 02:09;02/09/2025 02:50;5;5;5;CELIO.FERREIRA;MARCIOS;3;369542;AGRO;109350;24;AGRO;31361;7891435094305;PESADO;PEÇA;
397232;FITA ISOLANTE 05m(18x5m)IMPERIAL                3M;F;F;;6601;0000284743;3590363;0719;163409;101;1;;;02/09/2025 00:26;02/09/2025 02:06;02/09/2025 02:50;4;4;4;CELIO.FERREIRA;MARCIOS;3;369548;AGRO;109350;24;AGRO;31361;7891040117314;PESADO;CAIXA TEMP 2;
397231;REFLETOR LED  20W/6500K PR.               ECONOMAX;P;P;;23858;0000284742;3590363;060085;155948;16;;;;02/09/2025 00:26;;;3;0;0;;;2;369545;PLASTICA;109350;24;PLASTICA;31361;7899710013355;PESADO;PEÇA;
397230;ANTICORROSIVO 250ML/120GR              -CHEMICOLOR;F;P;;30872;0000284742;3590363;060085;150505;15;1;;;02/09/2025 00:26;02/09/2025 04:08;;2;2;0;CARLOS.EDUARDO;;2;369539;PLASTICA;109350;24;PLASTICA;31361;27899674038870;PESADO;CAIXA;
397229;FILTRO LINHA 3 TOM.CABO 0,80M BR.POP     227717-FC;F;P;;34998;0000284742;3590363;060085;150944;13;1;;;02/09/2025 00:26;02/09/2025 03:15;;6;6;0;WELESON.RODRIGUES;;2;369540;PLASTICA;109350;24;PLASTICA;31361;7897356527717;PESADO;PEÇA;
397228;DISJ.UNIPOLAR  40A                         SOPRANO;F;P;;26574;0000284742;3590363;060085;150943;13;1;;;02/09/2025 00:26;02/09/2025 03:15;;2;2;0;WELESON.RODRIGUES;;2;369535;PLASTICA;109350;24;PLASTICA;31361;7892327509198;PESADO;PEÇA;
397227;FITA ISOLANTE 10m(18x0,13mm)VD.       BLACK DECKER;F;P;;32351;0000284742;3590363;060085;158531;13;1;;;02/09/2025 00:26;02/09/2025 03:16;;1;1;0;WELESON.RODRIGUES;;2;369551;PLASTICA;109350;24;PLASTICA;31361;17898638304900;PESADO;PACOTE;
397226;LAMP.INCAND.HALOGENA A55 100W/127V            KIAN;F;P;;18860;0000284742;3590363;060085;150702;11;1;;;02/09/2025 00:26;02/09/2025 03:09;;1;1;0;ISRAEL.LAURINDO;;2;369541;PLASTICA;109350;24;PLASTICA;31361;17898495149584;PESADO;CAIXA;
397225;CONTROLE VENT.DESLIZ+1 LAMP.BR.127V         837-PW;F;P;;31814;0000284742;3590363;060085;158109;11;1;;;02/09/2025 00:26;02/09/2025 03:09;;2;2;0;ISRAEL.LAURINDO;;2;369538;PLASTICA;109350;24;PLASTICA;31361;7898100848379;PESADO;PEÇA;
397224;EXT.3S.2P PAR.2X0,75MM   5M PR.NEW POP   226970-FC;F;P;;28244;0000284742;3590363;060085;151630;10;1;;;02/09/2025 00:26;02/09/2025 02:54;;4;4;0;MOISES.LEITE;;2;369553;PLASTICA;109350;24;PLASTICA;31361;7897356526970;PESADO;PEÇA;
397223;PROTE RAIO ELETRO DUPLO 10A 127V            203-PW;F;P;;31806;0000284742;3590363;060085;151496;10;1;;;02/09/2025 00:26;02/09/2025 02:53;;4;4;0;MOISES.LEITE;;2;369552;PLASTICA;109350;24;PLASTICA;31361;7898100842032;PESADO;PEÇA;
397222;DISJ.CURVA C DIN 1X25A                  TRAMONTINA;F;P;;23111;0000284742;3590363;060085;151668;10;1;;;02/09/2025 00:26;02/09/2025 02:54;;3;3;0;MOISES.LEITE;;2;369543;PLASTICA;109350;24;PLASTICA;31361;7891435094312;PESADO;PEÇA;
397221;PINO MACHO 3P.PRENSA 10A BR.        14350PCT-ILUMI;F;P;;18930;0000284742;3590363;060085;151454;9;1;;;02/09/2025 00:26;02/09/2025 02:47;;1;1;0;GUSTAVO.SANTANA;;2;369550;PLASTICA;109350;24;PLASTICA;31361;7898322641673;PESADO;CAIXA;
397220;REFLETOR LED 100W/6500K PR.               ECONOMAX;F;P;;23861;0000284742;3590363;060085;150808;9;1;;;02/09/2025 00:26;02/09/2025 02:47;;2;2;0;GUSTAVO.SANTANA;;2;369547;PLASTICA;109350;24;PLASTICA;31361;7899710013386;PESADO;PEÇA;
397219;REFLETOR LED  50W/6500K PR.               ECONOMAX;F;P;;23860;0000284742;3590363;060085;150810;7;1;;;02/09/2025 00:26;02/09/2025 02:29;;2;2;0;JULIO.CARVALHO;;2;369536;PLASTICA;109350;24;PLASTICA;31361;7899710013379;PESADO;PEÇA;
397218;PINO FEMEA 2P.10A BR.                1444PCT-ILUMI;F;P;;17827;0000284742;3590363;060085;150603;6;1;;;02/09/2025 00:26;02/09/2025 02:10;;2;2;0;FLAVIO.SILVA;;2;369537;PLASTICA;109350;24;PLASTICA;31361;7898493999214;PESADO;CAIXA;
397217;FITA ISOLANTE 20m(18x20m)IMPERIAL               3M;F;P;;6603;0000284742;3590363;060085;150210;5;1;;;02/09/2025 00:26;02/09/2025 02:01;;1;1;0;FLAVIO.SILVA;;2;369554;PLASTICA;109350;24;PLASTICA;31361;7891040117291;PESADO;CAIXA TEMP 2;
397216;EXT.3S.2P PAR.2X0,75MM   5M BR.NEW POP   227793-FC;F;P;;28240;0000284742;3590363;060085;150299;5;1;;;02/09/2025 00:26;02/09/2025 02:01;;2;2;0;FLAVIO.SILVA;;2;369546;PLASTICA;109350;24;PLASTICA;31361;7897356527793;PESADO;PEÇA;
397215;RELE FOTOCELULA C/BASE CORUJITO   QR51-QUALITRONIX;F;P;;4804;0000284742;3590363;060085;150020;4;1;;;02/09/2025 00:26;02/09/2025 01:57;;2;0;0;FABRICIO.SILVA;;2;369549;PLASTICA;109350;24;PLASTICA;31361;7898246050513;PESADO;PEÇA;
397214;PINO MACHO 2P.PRENSA 10A BR.        14240PCT-ILUMI;F;P;;18931;0000284742;3590363;060085;150076;4;1;;;02/09/2025 00:26;02/09/2025 01:19;;3;3;0;FABRICIO.SILVA;;2;369544;PLASTICA;109350;24;PLASTICA;31361;7898322644650;PESADO;CAIXA;
397213;AGUARRAS  900ML                  ARPT90012-PITBULL;F;F;;29752;0000284741;3589924;060124;163168;101;1;;;02/09/2025 00:15;02/09/2025 02:27;02/09/2025 03:18;5;5;5;CELIO.FERREIRA;LENILSONL;2;369432;PLASTICA;109349;14;PLASTICA;31360;7897176416239;PESADO;PEÇA;
397212;TORN.JD.1/2"x3/4"                        1128-HERC;F;F;;3065;0000284741;3589924;060124;163472;101;1;;;02/09/2025 00:15;02/09/2025 02:22;02/09/2025 03:18;1;1;1;CELIO.FERREIRA;LENILSONL;2;369473;PLASTICA;109349;14;PLASTICA;31360;7898059540898;PESADO;CAIXA;
397211;PINO 3 SAIDAS 3P.10A BR.            12270PCT-ILUMI;F;F;;17825;0000284741;3589924;060124;163490;101;1;;;02/09/2025 00:15;02/09/2025 02:23;02/09/2025 03:18;1;1;1;CELIO.FERREIRA;LENILSONL;2;369461;PLASTICA;109349;14;PLASTICA;31360;7898542000618;PESADO;CAIXA;
397210;LUVA L.ANTID.MD.AM.09                LV-LAF9-IMBAT;F;F;;27717;0000284741;3589924;060124;163316;101;1;;;02/09/2025 00:15;02/09/2025 02:25;02/09/2025 03:18;1;1;1;CELIO.FERREIRA;LENILSONL;2;369522;PLASTICA;109349;14;PLASTICA;31360;17908089600442;PESADO;PACOTE;
397209;RALO ACO INOX P/PIA 3.1/2" REFORCADO     818086-HF;F;F;;29616;0000284741;3589924;060124;152046;101;1;;;02/09/2025 00:15;02/09/2025 02:29;02/09/2025 03:18;2;2;2;CELIO.FERREIRA;LENILSONL;2;369516;PLASTICA;109349;14;PLASTICA;31360;7893595620707;PESADO;PEÇA;
397208;SERRA MANUAL BIM.UNIQUE 18D    KBS1218-10-STARRETT;F;F;;15001;0000284741;3589924;060124;163424;101;1;;;02/09/2025 00:15;02/09/2025 02:16;02/09/2025 03:18;1;1;1;CELIO.FERREIRA;LENILSONL;2;369508;PLASTICA;109349;14;PLASTICA;31360;7891265403421;PESADO;CAIXA;
397207;FITA CREPE 48x50m                     710-ADELBRAS;F;F;;5166;0000284741;3589924;060124;151835;101;1;;;02/09/2025 00:15;02/09/2025 02:31;02/09/2025 03:18;2;2;2;CELIO.FERREIRA;LENILSONL;2;369499;PLASTICA;109349;14;PLASTICA;31360;7896603879067;PESADO;CAIXA TEMP 2;
397206;DESEMP.ACO DENTADA CB.MAD.12x25,5CM      123423-HF;F;F;;32402;0000284741;3589924;060124;163153;101;1;;;02/09/2025 00:15;02/09/2025 02:29;02/09/2025 03:18;4;4;4;CELIO.FERREIRA;LENILSONL;2;369495;PLASTICA;109349;14;PLASTICA;31360;7893595620738;PESADO;PEÇA;
397205;TORN.PAREDE FILTRO MOVEL PLUS BR.        2880-HERC;F;F;;12574;0000284741;3589924;060124;163446;101;1;;;02/09/2025 00:15;02/09/2025 02:16;02/09/2025 03:18;1;1;1;CELIO.FERREIRA;LENILSONL;2;369491;PLASTICA;109349;14;PLASTICA;31360;7898059548450;PESADO;PEÇA;
397204;FITA ISOLANTE 05m(18x5m)IMPERIAL                3M;F;F;;6601;0000284741;3589924;060124;163409;101;1;;;02/09/2025 00:15;02/09/2025 02:21;02/09/2025 03:18;1;1;1;CELIO.FERREIRA;LENILSONL;2;369484;PLASTICA;109349;14;PLASTICA;31360;7891040117314;PESADO;CAIXA TEMP 2;
397203;FITA ISOLANTE 05m(18x5m)IMPERIAL                3M;F;F;;6601;0000284740;3589924;060005;163409;101;1;;;02/09/2025 00:15;02/09/2025 02:06;02/09/2025 03:45;1;1;1;JORGE.SOUSA;EDENILSONN;2;369484;PLASTICA;109349;14;PLASTICA;31360;7891040117314;PESADO;CAIXA TEMP 2;
397202;CILINDRO STAM(500/600/800/900/1801)HELA(2006/2010);F;F;;31644;0000284740;3589924;060005;159498;19;1;;;02/09/2025 00:15;02/09/2025 03:16;02/09/2025 03:45;1;1;1;LUCAS.CALIXTO;EDENILSONN;2;369531;PLASTICA;109349;14;PLASTICA;31360;7898697090960;PESADO;PEÇA;
397201;CILINDRO GR(501/601/803/901/940/1801)PR.FOSCO STAM;F;F;;26422;0000284740;3589924;060005;159615;19;1;;;02/09/2025 00:15;02/09/2025 03:23;02/09/2025 03:45;1;0;0;LUCAS.CALIXTO;EDENILSONN;2;369528;PLASTICA;109349;14;PLASTICA;31360;7893858551335;PESADO;PEÇA;
397200;CONECTOR MACHO RCA C/2                    93068-HF;F;F;;86640;0000284740;3589924;060005;156353;19;1;;;02/09/2025 00:15;02/09/2025 03:16;02/09/2025 03:45;1;1;1;LUCAS.CALIXTO;EDENILSONN;2;369454;PLASTICA;109349;14;PLASTICA;31360;6922711086668;PESADO;PEÇA;
397199;ESPATULA CB.PLASTICO 04CM CR.             23204-HF;F;F;;12290;0000284740;3589924;060005;156068;18;1;;;02/09/2025 00:15;02/09/2025 03:11;02/09/2025 03:45;4;4;4;LUCAS.CALIXTO;EDENILSONN;2;369437;PLASTICA;109349;14;PLASTICA;31360;6922020010200;PESADO;PEÇA;
397198;CH.TESTE DIGITAL                          45020-HF;F;F;;12296;0000284740;3589924;060005;156097;18;1;;;02/09/2025 00:15;02/09/2025 03:11;02/09/2025 03:45;2;2;2;LUCAS.CALIXTO;EDENILSONN;2;369431;PLASTICA;109349;14;PLASTICA;31360;7893590286953;PESADO;PEÇA;
397197;CONECTOR COMPRESSAO RG6 BLISTER C/2        7777-HF;F;F;;611;0000284740;3589924;060005;156043;18;1;;;02/09/2025 00:15;02/09/2025 03:08;02/09/2025 03:45;1;1;1;LUCAS.CALIXTO;EDENILSONN;2;369426;PLASTICA;109349;14;PLASTICA;31360;7893590284263;PESADO;PEÇA;
397196;FITA CREPE 18x50m                     710-ADELBRAS;F;F;;5161;0000284740;3589924;060005;150162;18;1;;;02/09/2025 00:15;02/09/2025 03:07;02/09/2025 03:45;2;2;2;LUCAS.CALIXTO;EDENILSONN;2;369423;PLASTICA;109349;14;PLASTICA;31360;7896603846250;PESADO;CAIXA TEMP 2;
397195;PILHA PALITO  Cx.C/60"AAA"        R03P4SG-ALFACELL;F;F;;19243;0000284740;3589924;060005;156119;18;1;;;02/09/2025 00:15;02/09/2025 03:12;02/09/2025 03:45;1;1;1;LUCAS.CALIXTO;EDENILSONN;2;369532;PLASTICA;109349;14;PLASTICA;31360;27899250603997;PESADO;CAIXA;
397194;BROCA WIDIA 06,00mm                        STANLEY;F;F;;21470;0000284740;3589924;060005;150117;18;1;;;02/09/2025 00:15;02/09/2025 03:07;02/09/2025 03:45;1;1;1;LUCAS.CALIXTO;EDENILSONN;2;369478;PLASTICA;109349;14;PLASTICA;31360;40028877491330;PESADO;CONJUNTO;
397193;BROCA WIDIA 07,938mm 8,00mm 5/16"          STANLEY;F;F;;21472;0000284740;3589924;060005;150222;18;1;;;02/09/2025 00:15;02/09/2025 03:08;02/09/2025 03:45;1;1;1;LUCAS.CALIXTO;EDENILSONN;2;369514;PLASTICA;109349;14;PLASTICA;31360;40028877490753;PESADO;CONJUNTO;
397192;DISCO DIAM.LISO MASTER 4.1/2x20 Porcelanato B.CORT;F;F;;29979;0000284740;3589924;060005;150144;18;1;;;02/09/2025 00:15;02/09/2025 03:07;02/09/2025 03:45;2;2;2;LUCAS.CALIXTO;EDENILSONN;2;369513;PLASTICA;109349;14;PLASTICA;31360;7898181491013;PESADO;Cartela;
397191;MARCADOR PERMANENTE VERMELHO P.FINA      -BRASFORT;F;F;;23343;0000284740;3589924;060005;156028;18;1;;;02/09/2025 00:15;02/09/2025 03:10;02/09/2025 03:45;6;0;0;LUCAS.CALIXTO;EDENILSONN;2;369503;PLASTICA;109349;14;PLASTICA;31360;7899807202723;PESADO;PEÇA;
397190;BROCA WIDIA 10,00mm                        STANLEY;F;F;;21473;0000284740;3589924;060005;156164;18;1;;;02/09/2025 00:15;02/09/2025 03:12;02/09/2025 03:45;1;1;1;LUCAS.CALIXTO;EDENILSONN;2;369500;PLASTICA;109349;14;PLASTICA;31360;40028877490760;PESADO;CONJUNTO;
397189;CONECTOR MACHO BNC C/2                    93069-HF;F;F;;86621;0000284740;3589924;060005;159342;18;1;;;02/09/2025 00:15;02/09/2025 03:13;02/09/2025 03:45;1;1;1;LUCAS.CALIXTO;EDENILSONN;2;369498;PLASTICA;109349;14;PLASTICA;31360;6922711086675;PESADO;PEÇA;
397188;MULTIMETRO DIGITAL                     3001-FOXLUX;F;F;;21383;0000284740;3589924;060005;156166;18;1;;;02/09/2025 00:15;02/09/2025 03:12;02/09/2025 03:45;1;1;1;LUCAS.CALIXTO;EDENILSONN;2;369487;PLASTICA;109349;14;PLASTICA;31360;7898105772747;PESADO;PEÇA;
397187;REGULADOR GAS PQ.COMPLETO MANG.1,25cm ABS CZ.-IMAR;F;F;;20166;0000284740;3589924;060005;150294;17;1;;;02/09/2025 00:15;02/09/2025 02:47;02/09/2025 03:45;2;2;2;ARTHUR.SILVA;EDENILSONN;2;369436;PLASTICA;109349;14;PLASTICA;31360;7898276630761;PESADO;PEÇA;
397186;DISCO DIAM.CORTE PORCELANATO FINO 110x20mm -NORTON;F;F;;31319;0000284740;3589924;060005;159069;17;1;;;02/09/2025 00:15;02/09/2025 02:51;02/09/2025 03:45;2;2;2;ARTHUR.SILVA;EDENILSONN;2;369422;PLASTICA;109349;14;PLASTICA;31360;7891345444115;PESADO;PEÇA;
397185;MARCADOR PERMANENTE PRETO P.FINA         -BRASFORT;F;F;;23342;0000284740;3589924;060005;159063;17;1;;;02/09/2025 00:15;02/09/2025 03:00;02/09/2025 03:45;28;0;0;ARTHUR.SILVA;EDENILSONN;2;369419;PLASTICA;109349;14;PLASTICA;31360;7899807202747;PESADO;PEÇA;
397184;BOTAO CX.ACOP.ACION.SUP.BR.C/ALAV+CORRENTE -BLUKIT;F;F;;27138;0000284740;3589924;060005;158967;17;1;;;02/09/2025 00:15;02/09/2025 02:48;02/09/2025 03:45;1;1;1;ARTHUR.SILVA;EDENILSONN;2;369530;PLASTICA;109349;14;PLASTICA;31360;7898550252894;PESADO;PEÇA;
397183;CONECTOR PERFURANTE PIRANHA 10/95MM     CPP001-MCI;F;F;;32020;0000284740;3589924;060005;150250;17;1;;;02/09/2025 00:15;02/09/2025 02:47;02/09/2025 03:45;50;50;49;ARTHUR.SILVA;EDENILSONN;2;369482;PLASTICA;109349;14;PLASTICA;31360;7898679360135;PESADO;PEÇA;
397182;BROCA WIDIA 04,763mm 5,00mm 3/16"          STANLEY;F;F;;21469;0000284740;3589924;060005;159061;17;1;;;02/09/2025 00:15;02/09/2025 02:48;02/09/2025 03:45;1;1;1;ARTHUR.SILVA;EDENILSONN;2;369476;PLASTICA;109349;14;PLASTICA;31360;40028877490746;PESADO;CONJUNTO;
397181;CONECTOR PERFURANTE PIRANHA 10/70MM     CPP000-MCI;F;F;;32019;0000284740;3589924;060005;150247;17;1;;;02/09/2025 00:15;02/09/2025 02:46;02/09/2025 03:45;1;1;1;ARTHUR.SILVA;EDENILSONN;2;369448;PLASTICA;109349;14;PLASTICA;31360;7898679360005;PESADO;PEÇA;
397180;DISCO CORTE INOX 115x1,0x22,23mm           -NORTON;F;F;;31371;0000284740;3589924;060005;150436;17;1;;;02/09/2025 00:15;02/09/2025 02:47;02/09/2025 03:45;1;1;1;ARTHUR.SILVA;EDENILSONN;2;369518;PLASTICA;109349;14;PLASTICA;31360;7891345773901;PESADO;PACOTE;
397179;CILINDRO SOPRANO(500/700/900)PADO(460)     -PILLER;F;F;;19015;0000284740;3589924;060005;159087;17;1;;;02/09/2025 00:15;02/09/2025 03:01;02/09/2025 03:45;1;0;0;ARTHUR.SILVA;EDENILSONN;2;369511;PLASTICA;109349;14;PLASTICA;31360;17898921098120;PESADO;PEÇA;
397178;SERRA MANUAL BI-METALICA 18D               B.CORTE;F;F;;29553;0000284740;3589924;060005;159081;17;1;;;02/09/2025 00:15;02/09/2025 02:51;02/09/2025 03:45;1;1;1;ARTHUR.SILVA;EDENILSONN;2;369501;PLASTICA;109349;14;PLASTICA;31360;7898181499682;PESADO;CAIXA TEMPORARI;
397177;ADESIVO PU40 CZ.400gr                      UNIPEGA;F;F;;29678;0000284739;3589924;060086;150292;17;1;;;02/09/2025 00:14;02/09/2025 02:07;02/09/2025 02:35;1;1;1;ARTHUR.SILVA;EDENILSONN;2;369497;PLASTICA;109349;14;PLASTICA;31360;7898652121975;PESADO;PEÇA;
397176;LAPIS CARPINTEIRO                    66305SL-IRWIN;F;F;;9571;0000284739;3589924;060086;159062;17;1;;;02/09/2025 00:14;02/09/2025 02:07;02/09/2025 02:35;1;1;1;ARTHUR.SILVA;EDENILSONN;2;369489;PLASTICA;109349;14;PLASTICA;31360;20024721028154;PESADO;CAIXA;
397175;RESIST.ORIG.ADVANCED 127V/5500W  3055-Q LORENZETTI;F;F;;12767;0000284739;3589924;060086;150352;17;1;;;02/09/2025 00:14;02/09/2025 02:07;02/09/2025 02:35;2;2;2;ARTHUR.SILVA;EDENILSONN;2;369486;PLASTICA;109349;14;PLASTICA;31360;7896451837356;PESADO;PEÇA;
397174;ARAME GALVANIZADO ROLO 10m N.22          806122-HF;F;F;;18918;0000284739;3589924;060086;150929;16;1;;;02/09/2025 00:14;02/09/2025 02:05;02/09/2025 02:35;1;1;1;ARTHUR.SILVA;EDENILSONN;2;369452;PLASTICA;109349;14;PLASTICA;31360;27893595621500;PESADO;AMARRADO;
397173;BICO TORN.ZAMAK 3/4"x1/2"            11833G-GARDEN;F;F;;80583;0000284739;3589924;060086;150494;16;1;;;02/09/2025 00:14;02/09/2025 02:05;02/09/2025 02:35;1;1;1;ARTHUR.SILVA;EDENILSONN;2;369451;PLASTICA;109349;14;PLASTICA;31360;7893308001397;PESADO;DÚZIA;
397172;TOM.20A.BR.                        ARIA-TRAMONTINA;F;F;;32005;0000284739;3589924;060086;150496;16;1;;;02/09/2025 00:14;02/09/2025 02:05;02/09/2025 02:35;5;5;5;ARTHUR.SILVA;EDENILSONN;2;369414;PLASTICA;109349;14;PLASTICA;31360;7891435933598;PESADO;PEÇA;
397171;MACANETA ALAV/ALAV.CR.                     03-STAM;F;F;;85785;0000284739;3589924;060086;151074;15;1;;;02/09/2025 00:14;02/09/2025 01:53;02/09/2025 02:35;2;2;2;CARLOS.EDUARDO;EDENILSONN;2;369424;PLASTICA;109349;14;PLASTICA;31360;7893858531412;PESADO;PEÇA;
397170;REGULADOR GAS 2KG/H                          -IMAR;F;F;;29104;0000284739;3589924;060086;150573;15;1;;;02/09/2025 00:14;02/09/2025 01:50;02/09/2025 02:35;3;3;3;CARLOS.EDUARDO;EDENILSONN;2;369534;PLASTICA;109349;14;PLASTICA;31360;7898276630549;PESADO;PEÇA;
397169;SILICONE  300ml/150g SPRAY                 UNIPEGA;F;F;;31865;0000284739;3589924;060086;150998;15;1;;;02/09/2025 00:14;02/09/2025 02:04;02/09/2025 02:35;2;0;0;CARLOS.EDUARDO;EDENILSONN;2;369475;PLASTICA;109349;14;PLASTICA;31360;7898652120923;PESADO;PEÇA;
397168;DISJ.CURVA C DIN 1X32A                  TRAMONTINA;F;F;;23092;0000284739;3589924;060086;151020;15;1;;;02/09/2025 00:14;02/09/2025 01:52;02/09/2025 02:35;4;4;4;CARLOS.EDUARDO;EDENILSONN;2;369453;PLASTICA;109349;14;PLASTICA;31360;7891435966367;PESADO;PEÇA;
397167;CASCOLA S/TOLUOL EXTRA 30gr.                HENKEL;F;F;;227;0000284739;3589924;060086;150527;15;1;;;02/09/2025 00:14;02/09/2025 01:49;02/09/2025 02:35;4;4;4;CARLOS.EDUARDO;EDENILSONN;2;369523;PLASTICA;109349;14;PLASTICA;31360;7891200007868;PESADO;PEÇA;
397166;TORN.PAREDE COZ.MOVEL HORIZ.LAGUNE BR.      -VIQUA;F;F;;27671;0000284739;3589924;060086;158738;15;1;;;02/09/2025 00:14;02/09/2025 01:53;02/09/2025 02:35;1;1;1;CARLOS.EDUARDO;EDENILSONN;2;369493;PLASTICA;109349;14;PLASTICA;31360;7898010806469;PESADO;PEÇA;
397165;ARAME GALVANIZADO ROLO 10m N.18          806118-HF;F;F;;18916;0000284739;3589924;060086;151249;14;1;;;02/09/2025 00:14;02/09/2025 01:32;02/09/2025 02:35;1;1;1;WELESON.RODRIGUES;EDENILSONN;2;369440;PLASTICA;109349;14;PLASTICA;31360;27893595621517;PESADO;AMARRADO;
