Código	Descrição	Situação	Situação Conferência	Situação Sorter	Cod. SKU	Num. Picking	Num. Pedido	Num. Caixa Plástica	Num. Endereço	Num. Posto	Num. Conferencia	Num. Controle	Cor LED	Data Início	Data Finalização	Data Conferência	Quantidade	Quantidade Separada	Quantidade Conferida	Usuário Operador	Usuário Conferência	Livre 1	Livre 2	Livre 3	Livre 4	Livre 5	Livre 6	Livre 6	Livre 6	Livre 6	Livre 10
401245	INT.1S.RET.SOB.BR.                  16553PCT-ILUMI	F	F		17803	285761	3590676	285761	150740	10	1			02/09/2025 14:22	02/09/2025 15:02	02/09/2025 16:16	1	1	1	MARCOS.MOTA	BRUNO.KREMER	1	373111	PAPELAO	109373	40	PAPELAO	31605	7,89832E+12	PESADO	CAIXA
401246	FITA CREPE 24x50m                     710-ADELBRAS	F	F		5163	285761	3590676	285761	151517	10	1			02/09/2025 14:22	02/09/2025 15:02	02/09/2025 16:16	1	1	1	MARCOS.MOTA	BRUNO.KREMER	1	373116	PAPELAO	109373	40	PAPELAO	31605	7,8966E+12	PESADO	CAIXA TEMP 2
401376	PLACA 4x2 CEGA BR.                 ARIA-TRAMONTINA	F	F		31969	285788	3590770	422	154030	3	1			02/09/2025 14:23	02/09/2025 14:39	02/09/2025 15:12	6	6	6	WILLIAN.COSTA	CHECK_WEIGHT	3	373255	AGRO	109373	30	AGRO	31622	7,89144E+12	PESADO	PEÇA
401377	"PARAF.P/VASO INOX B10"" 75MM C/2              -TFIX"	F	F		29807	285788	3590770	422	154033	3	1			02/09/2025 14:23	02/09/2025 14:41	02/09/2025 15:12	9	9	9	WILLIAN.COSTA	CHECK_WEIGHT	3	373256	AGRO	109373	30	AGRO	31622	7,89858E+12	PESADO	SACO
401378	TOM.10A.BR.                        ARIA-TRAMONTINA	F	F		32004	285788	3590770	422	150300	5	1			02/09/2025 14:23	02/09/2025 14:42	02/09/2025 15:12	5	5	5	BRUNO.REIS	CHECK_WEIGHT	3	373246	AGRO	109373	30	AGRO	31622	7,89144E+12	PESADO	PEÇA
401379	LIXA MASSA/MADEIRA VM.120 C/50pcs     -CARBORUNDUM	F	F		5329	285788	3590770	422	150539	6	1			02/09/2025 14:23	02/09/2025 14:42	02/09/2025 15:12	2	2	2	BRUNO.REIS	CHECK_WEIGHT	3	373250	AGRO	109373	30	AGRO	31622	7,89477E+12	PESADO	PACOTE
401380	PLACA 4x4 CEGA BR.                 ARIA-TRAMONTINA	F	F		31976	285788	3590770	422	157458	7	1			02/09/2025 14:23	02/09/2025 14:44	02/09/2025 15:12	5	5	5	MATHEUS.FERREIRA	CHECK_WEIGHT	3	373253	AGRO	109373	30	AGRO	31622	7,89144E+12	PESADO	PEÇA
401381	ADESIVO PU40 CZ.387gr FIX                 -TEKBOND	F	F		18552	285788	3590770	422	151469	9	1			02/09/2025 14:23	02/09/2025 14:52	02/09/2025 15:12	1	1	1	MARCOS.MOTA	CHECK_WEIGHT	3	373251	AGRO	109373	30	AGRO	31622	7,89847E+12	PESADO	PEÇA
401382	INT.1S.HORIZ.BR.                   ARIA-TRAMONTINA	F	F		31993	285788	3590770	422	150781	9	1			02/09/2025 14:23	02/09/2025 14:51	02/09/2025 15:12	3	3	3	MARCOS.MOTA	CHECK_WEIGHT	3	373252	AGRO	109373	30	AGRO	31622	7,89144E+12	PESADO	PEÇA
401383	INT.1S.PAR.VERT.BR.                ARIA-TRAMONTINA	F	F		31994	285788	3590770	422	157748	9	1			02/09/2025 14:23	02/09/2025 14:52	02/09/2025 15:12	6	6	6	MARCOS.MOTA	CHECK_WEIGHT	3	373254	AGRO	109373	30	AGRO	31622	7,89144E+12	PESADO	PEÇA
401385	INT.1S.+TOM.20A                    ARIA-TRAMONTINA	F	F		31998	285788	3590770	422	151536	12	1			02/09/2025 14:23	02/09/2025 14:56	02/09/2025 15:12	2	2	2	YURI.SEBASTIAO	CHECK_WEIGHT	3	373248	AGRO	109373	30	AGRO	31622	31998	PESADO	PEÇA
401384	INT.1S.+2 TOM.10A.BR.              ARIA-TRAMONTINA	F	F		32003	285788	3590770	422	158228	11	1			02/09/2025 14:23	02/09/2025 14:54	02/09/2025 15:12	2	2	2	YURI.SEBASTIAO	CHECK_WEIGHT	3	373249	AGRO	109373	30	AGRO	31622	7,89144E+12	PESADO	PEÇA
401387	TOM.20A.BR.                        ARIA-TRAMONTINA	F	F		32005	285788	3590770	422	150496	16	1			02/09/2025 14:23	02/09/2025 14:59	02/09/2025 15:12	5	5	5	JOAO.MARCELO	CHECK_WEIGHT	3	373257	AGRO	109373	30	AGRO	31622	7,89144E+12	PESADO	PEÇA
401386	INT.1S.+2 TOM.20A.BR.              ARIA-TRAMONTINA	F	F		32002	285788	3590770	422	150639	12	1			02/09/2025 14:23	02/09/2025 14:55	02/09/2025 15:12	2	2	2	YURI.SEBASTIAO	CHECK_WEIGHT	3	373258	AGRO	109373	30	AGRO	31622	7,89144E+12	PESADO	PEÇA
401388	SILICONE 256gr TRANSP.                    -TEKBOND	F	F		30798	285788	3590770	422	163162	101	1			02/09/2025 14:23	02/09/2025 14:34	02/09/2025 15:12	2	2	2	YURI.VITORIO	CHECK_WEIGHT	3	373247	AGRO	109373	30	AGRO	31622	7,89847E+12	PESADO	PEÇA
401280	SACO RAFIA 60x90  SC.C/10 ATE 60kg        DPLASTIC	F	F		24326	285769	3590678	755	152159	101	1			02/09/2025 14:24	02/09/2025 14:35	02/09/2025 14:41	3	3	3	YURI.VITORIO	CHECK_WEIGHT	3	373152	AGRO	109373	8	AGRO	31611	7,89868E+12	PESADO	PACOTE
401309	"ABRAC.ROSCA S/FIM 3/4x1"" 9mm         SC.C/100-INCA"	F	F		1824	285775	3590758	444	163035	5	1			02/09/2025 14:24	02/09/2025 14:55	02/09/2025 15:23	1	0	0	BRUNO.REIS	ALISON.TEIXEIRA	3	373180	AGRO	109373	13	AGRO	31614	7,89354E+12	PESADO	SACO
401311	LAMP.LED 15W/6500K                          -AVANT	F	F		23218	285775	3590758	444	151127	8	1			02/09/2025 14:24	02/09/2025 14:57	02/09/2025 15:23	2	2	2	MATHEUS.FERREIRA	ALISON.TEIXEIRA	3	373185	AGRO	109373	13	AGRO	31614	1,78995E+13	PESADO	CAIXA
401310	PINO MACHO 3P.PRENSA 20A BR.        14351PCT-ILUMI	F	F		21526	285775	3590758	444	151004	7	1			02/09/2025 14:24	02/09/2025 14:56	02/09/2025 15:23	2	2	2	MATHEUS.FERREIRA	ALISON.TEIXEIRA	3	373183	AGRO	109373	13	AGRO	31614	7,89832E+12	PESADO	PACOTE
401312	SOLUCAO LIMPADORA  200CM³ FRASCO      90133-AMANCO	F	F		7192	285775	3590758	444	154664	8	1			02/09/2025 14:24	02/09/2025 14:58	02/09/2025 15:23	4	4	4	MATHEUS.FERREIRA	ALISON.TEIXEIRA	3	373182	AGRO	109373	13	AGRO	31614	7,89196E+12	PESADO	PEÇA
401314	PARAF.MDF CB.CHATA PH.3,5x40(RP)     C/500-JOMARCA	F	F		6693	285775	3590758	444	158819	16	1			02/09/2025 14:24	02/09/2025 15:02	02/09/2025 15:23	1	1	1	JOAO.MARCELO	ALISON.TEIXEIRA	3	373181	AGRO	109373	13	AGRO	31614	7,89218E+12	PESADO	CAIXA
401313	VARAL ACO REVESTIDO PVC 15m             #1496-0 FC	F	F		12764	285775	3590758	444	151065	15	1			02/09/2025 14:24	02/09/2025 15:00	02/09/2025 15:23	6	6	6	JOAO.MARCELO	ALISON.TEIXEIRA	3	373184	AGRO	109373	13	AGRO	31614	7,89736E+12	PESADO	PEÇA
401339	JOELHO 45º SOLDAVEL 25MM                   FORTLEV	F	F		26850	285782	3590764	285782	162040	2	1			02/09/2025 14:24	02/09/2025 14:29	02/09/2025 15:23	1	1	1	ELIEZER.FERREIRA	KELVE.SILVA	1	373218	PAPELAO	109373	37	PAPELAO	31618	1,78985E+13	PESADO	PACOTE
401338	"LUVA CORRER ROSCAVEL 3/4""                876-KRONA"	F	F		2468	285782	3590764	285782	162276	1	1			02/09/2025 14:24	02/09/2025 14:28	02/09/2025 15:23	1	1	1	ELIEZER.FERREIRA	KELVE.SILVA	1	373224	PAPELAO	109373	37	PAPELAO	31618	1,78978E+13	PESADO	CAIXA
401341	TORN.PAREDE FILTRO MOVEL PRATICA BR.     2886-HERC	F	F		12575	285782	3590764	285782	150066	4	1			02/09/2025 14:24	02/09/2025 14:33	02/09/2025 15:23	2	2	2	WILLIAN.COSTA	KELVE.SILVA	1	373219	PAPELAO	109373	37	PAPELAO	31618	7,89806E+12	PESADO	PEÇA
401340	JOELHO 45º SOLDAVEL 20MM                   FORTLEV	F	F		26849	285782	3590764	285782	162058	3	1			02/09/2025 14:24	02/09/2025 14:31	02/09/2025 15:23	1	1	1	WILLIAN.COSTA	KELVE.SILVA	1	373226	PAPELAO	109373	37	PAPELAO	31618	1,78985E+13	PESADO	PACOTE
401343	"BROCA WIDIA 06x100mm 1/4""                612060-HF"	F	F		20761	285782	3590764	285782	151716	11	1			02/09/2025 14:24	02/09/2025 14:42	02/09/2025 15:23	1	1	1	YURI.SEBASTIAO	KELVE.SILVA	1	373211	PAPELAO	109373	37	PAPELAO	31618	7,89359E+12	PESADO	CAIXA TEMP 2
401342	DISJ.CURVA C DIN 1X25A                  TRAMONTINA	F	F		23111	285782	3590764	285782	151668	10	1			02/09/2025 14:24	02/09/2025 14:35	02/09/2025 15:23	5	5	5	MARCOS.MOTA	KELVE.SILVA	1	373220	PAPELAO	109373	37	PAPELAO	31618	7,89144E+12	PESADO	PEÇA
401344	PREGO C/CAB.18x24                         PREGOFIX	F	F		31313	285782	3590764	285782	155433	13	1			02/09/2025 14:24	02/09/2025 14:50	02/09/2025 15:23	3	3	3	WILLIAN.ARAUJO	KELVE.SILVA	1	373210	PAPELAO	109373	37	PAPELAO	31618	7,89945E+12	PESADO	KILO
401345	DISJ.UNIPOLAR  40A                         SOPRANO	F	F		26574	285782	3590764	285782	150943	13	1			02/09/2025 14:24	02/09/2025 14:50	02/09/2025 15:23	2	2	2	WILLIAN.ARAUJO	KELVE.SILVA	1	373216	PAPELAO	109373	37	PAPELAO	31618	7,89233E+12	PESADO	PEÇA
401346	DISJ.CURVA C DIN 2X50A                      -ELGIN	F	F		33356	285782	3590764	285782	151280	14	1			02/09/2025 14:24	02/09/2025 14:55	02/09/2025 15:23	5	5	5	WILLIAN.ARAUJO	KELVE.SILVA	1	373217	PAPELAO	109373	37	PAPELAO	31618	7,90841E+12	PESADO	PEÇA
401347	TE ESGOTO 50X50MM                          FORTLEV	F	F		27091	285783	3590764	285783	163095	14	1			02/09/2025 14:24	02/09/2025 14:40	02/09/2025 16:03	1	1	1	WILLIAN.ARAUJO	BRUNO.KREMER	1	373230	PAPELAO	109373	37	PAPELAO	31618	1,78985E+13	PESADO	SACO
401349	"TRINCHA MEDIA GRIS CB.VM.1.1/2""        302004-ROMA"	F	F		2938	285783	3590764	285783	150553	15	1			02/09/2025 14:24	02/09/2025 14:44	02/09/2025 16:03	1	1	1	WILLIAN.ARAUJO	BRUNO.KREMER	1	373222	PAPELAO	109373	37	PAPELAO	31618	1,78916E+13	PESADO	CAIXA TEMP 2
401348	DISJ.CURVA C DIN 1X32A                  TRAMONTINA	F	F		23092	285783	3590764	285783	151020	15	1			02/09/2025 14:24	02/09/2025 14:45	02/09/2025 16:03	7	7	7	WILLIAN.ARAUJO	BRUNO.KREMER	1	373215	PAPELAO	109373	37	PAPELAO	31618	7,89144E+12	PESADO	PEÇA
401352	"TARRAXA   1/2""                              TORMEP"	F	F		85852	285783	3590764	285783	150401	17	1			02/09/2025 14:24	02/09/2025 14:54	02/09/2025 16:03	5	5	5	KELVE.SILVA	BRUNO.KREMER	1	373231	PAPELAO	109373	37	PAPELAO	31618	7,89811E+12	PESADO	UNIDADE
401350	KIT MANTA ALUMINIO(10cmx1m)PRIME 30ml+PINCEL DRYKO	F	F		30842	285783	3590764	285783	158923	16	1			02/09/2025 14:24	02/09/2025 14:50	02/09/2025 16:03	5	5	5	JOAO.MARCELO	BRUNO.KREMER	1	373228	PAPELAO	109373	37	PAPELAO	31618	7,89869E+12	PESADO	PEÇA
401351	"TARRAXA   3/4""                              TORMEP"	F	F		85853	285783	3590764	285783	150403	17	1			02/09/2025 14:24	02/09/2025 14:54	02/09/2025 16:03	3	3	3	KELVE.SILVA	BRUNO.KREMER	1	373227	PAPELAO	109373	37	PAPELAO	31618	7,89811E+12	PESADO	UNIDADE
401354	"BROCA ACO RAPIDO 05,55mm 7/32""           613411-HF"	F	F		20775	285783	3590764	285783	149966	19	1			02/09/2025 14:24	02/09/2025 15:01	02/09/2025 16:03	1	1	1	KELVE.SILVA	BRUNO.KREMER	1	373209	PAPELAO	109373	37	PAPELAO	31618	6,92271E+12	PESADO	UNIDADE
401353	"BROCA ACO RAPIDO 04,36mm 11/64""          613408-HF"	F	F		20772	285783	3590764	285783	159576	19	1			02/09/2025 14:24	02/09/2025 15:00	02/09/2025 16:03	1	1	1	KELVE.SILVA	BRUNO.KREMER	1	373208	PAPELAO	109373	37	PAPELAO	31618	6,92271E+12	PESADO	PACOTE
401356	"BROCA ACO RAPIDO 05,95mm 15/64""          613412-HF"	F	F		20776	285783	3590764	285783	156297	19	1			02/09/2025 14:24	02/09/2025 15:00	02/09/2025 16:03	1	1	1	KELVE.SILVA	BRUNO.KREMER	1	373214	PAPELAO	109373	37	PAPELAO	31618	6,92271E+12	PESADO	UNIDADE
401355	"BROCA ACO RAPIDO 06,35mm 1/4""            613413-HF"	F	F		20777	285783	3590764	285783	156371	19	1			02/09/2025 14:24	02/09/2025 15:01	02/09/2025 16:03	1	1	1	KELVE.SILVA	BRUNO.KREMER	1	373213	PAPELAO	109373	37	PAPELAO	31618	6,92271E+12	PESADO	SACO
401359	TORN.PAREDE FILTRO MOVEL PLUS BR.        2880-HERC	F	F		12574	285783	3590764	285783	163446	101	1			02/09/2025 14:24	02/09/2025 14:30	02/09/2025 16:03	1	1	1	YURI.VITORIO	BRUNO.KREMER	1	373223	PAPELAO	109373	37	PAPELAO	31618	7,89806E+12	PESADO	PEÇA
401358	FITA CREPE 48x50m                     710-ADELBRAS	F	F		5166	285783	3590764	285783	151835	101	1			02/09/2025 14:24	02/09/2025 14:36	02/09/2025 16:03	1	1	1	YURI.VITORIO	BRUNO.KREMER	1	373212	PAPELAO	109373	37	PAPELAO	31618	7,8966E+12	PESADO	CAIXA TEMP 2
401357	"BROCA WIDIA 07x100mm 9/32""               612070-HF"	F	F		22305	285783	3590764	285783	159505	19	1			02/09/2025 14:24	02/09/2025 14:59	02/09/2025 16:03	1	1	1	KELVE.SILVA	BRUNO.KREMER	1	373221	PAPELAO	109373	37	PAPELAO	31618	2,78936E+13	PESADO	PACOTE
401361	TORN.MESA FILTRO MOVEL PLUS BR.              -HERC	F	F		31683	285784	3590764	285784	163500	101	1			02/09/2025 14:24	02/09/2025 14:33	02/09/2025 14:42	2	2	2	YURI.VITORIO	CHECK_WEIGHT	1	373229	PAPELAO	109373	37	PAPELAO	31618	7,89867E+12	PESADO	PEÇA
401360	"TORN.JD.1/2""x3/4""                        1128-HERC"	F	F		3065	285784	3590764	285784	163472	101	1			02/09/2025 14:24	02/09/2025 14:33	02/09/2025 14:42	3	3	3	YURI.VITORIO	CHECK_WEIGHT	1	373225	PAPELAO	109373	37	PAPELAO	31618	7,89806E+12	PESADO	CAIXA
401364	"DISCO FLAP FERRO 4.1/2"" GRAO 40        CARBORUNDUM"	F	F		25943	285786	3590769	285786	155841	15	1			02/09/2025 14:24	02/09/2025 14:44	02/09/2025 16:10	1	1	1	WILLIAN.ARAUJO	MAGNO.FERREIRA	1	373239	PAPELAO	109373	3	PAPELAO	31620	7,89135E+12	PESADO	CAIXA
401363	LUVA L.ANTID.MD.VD.08                LV-LVF8-IMBAT	F	F		27721	285786	3590769	285786	155739	15	1			02/09/2025 14:24	02/09/2025 14:44	02/09/2025 16:10	1	1	1	WILLIAN.ARAUJO	MAGNO.FERREIRA	1	373237	PAPELAO	109373	3	PAPELAO	31620	9,79081E+13	PESADO	PACOTE
401367	LAPIS CARPINTEIRO                    66305SL-IRWIN	F	F		9571	285786	3590769	285786	159062	17	1			02/09/2025 14:24	02/09/2025 14:53	02/09/2025 16:10	1	1	1	KELVE.SILVA	MAGNO.FERREIRA	1	373240	PAPELAO	109373	3	PAPELAO	31620	2,00247E+13	PESADO	CAIXA
401366	"ABRAC.TIPO COPO 19,05mm(3/4"") C/20       121602-HF"	F	F		20074	285786	3590769	285786	150907	16	1			02/09/2025 14:24	02/09/2025 14:49	02/09/2025 16:10	1	1	1	JOAO.MARCELO	MAGNO.FERREIRA	1	373236	PAPELAO	109373	3	PAPELAO	31620	7,89359E+12	PESADO	SACO
401365	PARAF.MDF CB.CHATA PH.3,5x40(RP)     C/500-JOMARCA	F	F		6693	285786	3590769	285786	158819	16	1			02/09/2025 14:24	02/09/2025 14:50	02/09/2025 16:10	1	1	1	JOAO.MARCELO	MAGNO.FERREIRA	1	373234	PAPELAO	109373	3	PAPELAO	31620	7,89218E+12	PESADO	CAIXA
401369	SACO RAFIA 45x70  SC.C/10 ATE 30kg        DPLASTIC	F	F		24323	285786	3590769	285786	152030	101	1			02/09/2025 14:24	02/09/2025 14:36	02/09/2025 16:10	1	1	1	YURI.VITORIO	MAGNO.FERREIRA	1	373235	PAPELAO	109373	3	PAPELAO	31620	7,89868E+12	PESADO	PACOTE
401370	LAMP.LED 09W/6500K                            KIAN	F	F		18864	285786	3590769	285786	163413	101	1			02/09/2025 14:24	02/09/2025 14:31	02/09/2025 16:10	2	2	2	YURI.VITORIO	MAGNO.FERREIRA	1	373238	PAPELAO	109373	3	PAPELAO	31620	1,78997E+13	PESADO	CAIXA
401368	SACO RAFIA 45x70  SC.C/10 ATE 30kg        DPLASTIC	F	F		24323	285786	3590769	285786	152430	101	1			02/09/2025 14:24	02/09/2025 14:35	02/09/2025 16:10	1	1	1	YURI.VITORIO	MAGNO.FERREIRA	1	373233	PAPELAO	109373	3	PAPELAO	31620	2,78987E+13	PESADO	SACO
401431	INT.1S.+TOM.10A.BR.               80200/SLIM-ILUMI	F	F		86776	285796	3590757	326	150750	10	1			02/09/2025 14:25	02/09/2025 14:39	02/09/2025 14:42	4	4	4	MARCOS.MOTA	CHECK_WEIGHT	3	373298	AGRO	109373	53	AGRO	31626	7,89854E+12	PESADO	PEÇA
401432	ESPETO LED PVC JD.PR.05W/3000K                KIAN	F	F		24556	285796	3590757	326	152066	101	1			02/09/2025 14:25	02/09/2025 14:34	02/09/2025 14:42	2	2	2	JOAO.SOUSA	CHECK_WEIGHT	3	373299	AGRO	109373	53	AGRO	31626	7,89971E+12	PESADO	PEÇA
401515	SAB.CR.                                  5163-REAL	F	F		20012	285817	3590917	297	158459	13	1			02/09/2025 14:26	02/09/2025 14:59	02/09/2025 16:24	6	0	0	WILLIAN.ARAUJO	BRUNO.KREMER	3	373374	AGRO	109373	42	AGRO	31639	7,89907E+12	PESADO	PEÇA
401516	VEDA JUNTA(COLA JUNTAS)73gr                     3M	F	F		29624	285817	3590917	297	151313	13	1			02/09/2025 14:26	02/09/2025 14:32	02/09/2025 16:24	12	12	12	ARTHUR.SANTANA	BRUNO.KREMER	3	373375	AGRO	109373	42	AGRO	31639	7,89104E+12	PESADO	PEÇA
401544	JG.CH.TORX 09pcs MED.                     17022-HF	F	F		12315	285822	3590687	299	157687	8	1			02/09/2025 14:26	02/09/2025 14:31	02/09/2025 15:00	2	2	2	MATHEUS.FERREIRA	MAGNO.FERREIRA	3	373403	AGRO	109373	49	AGRO	31642	7,89359E+12	PESADO	PEÇA
401545	DISJ.UNIPOLAR  40A                         SOPRANO	F	F		26574	285822	3590687	299	150943	13	1			02/09/2025 14:26	02/09/2025 14:36	02/09/2025 15:00	10	10	10	WILLIAN.ARAUJO	MAGNO.FERREIRA	3	373400	AGRO	109373	49	AGRO	31642	7,89233E+12	PESADO	PEÇA
401543	LIXA MASSA/MADEIRA VM.100 C/50pcs     -CARBORUNDUM	F	F		5328	285822	3590687	299	151091	8	1			02/09/2025 14:26	02/09/2025 14:30	02/09/2025 15:00	1	1	1	MATHEUS.FERREIRA	MAGNO.FERREIRA	3	373402	AGRO	109373	49	AGRO	31642	7,89477E+12	PESADO	PACOTE
401546	BROCA TELHA 06,35mm 1/4x250                  IRWIN	F	F		1922	285822	3590687	299	156095	18	1			02/09/2025 14:26	02/09/2025 14:42	02/09/2025 15:00	4	4	4	MAXWEL.SANTANA	MAGNO.FERREIRA	3	373404	AGRO	109373	49	AGRO	31642	7,8971E+12	PESADO	PEÇA
401547	"ACAB.PETRA 1/2""-3/4""-1"" UNIV.        7576-FABRIMAR"	F	F		28114	285822	3590687	299	150018	19	1			02/09/2025 14:26	02/09/2025 14:44	02/09/2025 15:00	3	3	3	MAXWEL.SANTANA	MAGNO.FERREIRA	3	373401	AGRO	109373	49	AGRO	31642	7,89151E+12	PESADO	PEÇA
401580	"JOELHO 90º AZUL B.LATAO 25x1/2""          499-KRONA"	F	F		10353	285826	3590765	285826	149842	4	1			02/09/2025 14:26	02/09/2025 14:30	02/09/2025 14:47	3	3	3	WILLIAN.COSTA	CHECK_WEIGHT	1	373441	PAPELAO	109373	7	PAPELAO	31644	1,78978E+13	PESADO	CAIXA TEMP 2
401582	BASE TOM.RET.SOB.10A BR.            16516PCT-ILUMI	F	F		17804	285826	3590765	285826	151627	10	1			02/09/2025 14:26	02/09/2025 14:33	02/09/2025 14:47	1	1	1	MARCOS.MOTA	CHECK_WEIGHT	1	373436	PAPELAO	109373	7	PAPELAO	31644	7,89832E+12	PESADO	CAIXA
401581	PARAF.MDF CB.CHATA PH.5,0x30(RP)     C/500-JOMARCA	F	F		6748	285826	3590765	285826	157605	8	1			02/09/2025 14:26	02/09/2025 14:32	02/09/2025 14:47	1	1	1	MATHEUS.FERREIRA	CHECK_WEIGHT	1	373438	PAPELAO	109373	7	PAPELAO	31644	7,89218E+12	PESADO	CAIXA
401583	CX.CORREIO INOX P/GRADE PEQUENA	F	F		8199	285826	3590765	285826	154829	10	1			02/09/2025 14:26	02/09/2025 14:33	02/09/2025 14:47	3	3	3	MARCOS.MOTA	CHECK_WEIGHT	1	373437	PAPELAO	109373	7	PAPELAO	31644	2,7082E+11	PESADO	PEÇA
401584	"VALV.RET.3/4"" UNIVERSAL                SAGA METAIS"	F	F		31578	285826	3590765	285826	158159	11	1			02/09/2025 14:26	02/09/2025 14:41	02/09/2025 14:47	24	24	24	YURI.SEBASTIAO	CHECK_WEIGHT	1	373439	PAPELAO	109373	7	PAPELAO	31644	7,89873E+12	PESADO	PEÇA
401585	LIMPA BOX CREMOSO 300ml                   PROCLEAN	F	F		29862	285826	3590765	285826	155130	12	1			02/09/2025 14:26	02/09/2025 14:45	02/09/2025 14:47	6	6	6	YURI.SEBASTIAO	CHECK_WEIGHT	1	373440	PAPELAO	109373	7	PAPELAO	31644	7,89861E+12	PESADO	PEÇA
401438	LIXA MADEIRA 100 C/50pcs              -CARBORUNDUM	F	F		5276	285799	3590780	285799	150011	4	1			02/09/2025 14:26	02/09/2025 14:30	02/09/2025 15:29	2	2	2	WILLIAN.COSTA	WILTON.SANTOS	1	373307	PAPELAO	109373	33	PAPELAO	31628	7,89477E+12	PESADO	PACOTE
401439	PASSA FIO C/CB.ACO 20m VD.ENCARTELADO     -PROAQUA	F	F		5770	285799	3590780	285799	154665	8	1			02/09/2025 14:26	02/09/2025 14:58	02/09/2025 15:29	10	0	0	WILTON.SANTOS	WILTON.SANTOS	1	373306	PAPELAO	109373	33	PAPELAO	31628	7,89757E+12	PESADO	PEÇA
401440	PASSA FIO C/CB.ACO 15m VD.ENCARTELADO     -PROAQUA	F	F		5769	285799	3590780	285799	151303	13	1			02/09/2025 14:26	02/09/2025 14:59	02/09/2025 15:29	2	2	2	WILLIAN.ARAUJO	WILTON.SANTOS	1	373305	PAPELAO	109373	33	PAPELAO	31628	7,89757E+12	PESADO	PEÇA
401441	PASSA FIO C/CB.ACO 15m VD.ENCARTELADO     -PROAQUA	F	F		5769	285800	3590780	285800	151303	13	1			02/09/2025 14:26	02/09/2025 14:42	02/09/2025 14:43	8	8	8	WILLIAN.ARAUJO	CHECK_WEIGHT	1	373305	PAPELAO	109373	33	PAPELAO	31628	7,89757E+12	PESADO	PEÇA
401442	LIXA MADEIRA 120 C/50pcs              -CARBORUNDUM	F	F		5277	285800	3590780	285800	163434	101	1			02/09/2025 14:26	02/09/2025 14:30	02/09/2025 14:43	2	2	2	YURI.VITORIO	CHECK_WEIGHT	1	373304	PAPELAO	109373	33	PAPELAO	31628	7,89477E+12	PESADO	PACOTE
401628	LIMPADOR PORCELANATO 1lt                  PROCLEAN	F	F		20440	285833	3590635	285833	151001	15	1			02/09/2025 14:26	02/09/2025 14:34	02/09/2025 14:49	2	2	2	JOAO.MARCELO	FREDSON.SILVA	1	373482	PAPELAO	109373	21	PAPELAO	31645	7,89895E+12	PESADO	PEÇA
401630	RESIST.ORIG.SHOWER ULTRA 127V/5500W 3065I-LORENZET	F	F		27550	285833	3590635	285833	158897	16	1			02/09/2025 14:26	02/09/2025 14:36	02/09/2025 14:49	5	5	5	JOAO.MARCELO	FREDSON.SILVA	1	373475	PAPELAO	109373	21	PAPELAO	31645	7,89645E+12	PESADO	PEÇA
401629	FIXA TUDO BR.50ml/85g                      UNIPEGA	F	F		28252	285833	3590635	285833	150497	16	1			02/09/2025 14:26	02/09/2025 14:35	02/09/2025 14:49	12	12	12	JOAO.MARCELO	FREDSON.SILVA	1	373470	PAPELAO	109373	21	PAPELAO	31645	7,89865E+12	PESADO	PEÇA
401631	ESPACADOR/NIVELADOR 1,5MM C/100PCS     -NIVELAPISO	F	F		19776	285833	3590635	285833	150293	17	1			02/09/2025 14:26	02/09/2025 14:40	02/09/2025 14:49	18	18	18	KELVE.SILVA	FREDSON.SILVA	1	373446	PAPELAO	109373	21	PAPELAO	31645	7,89863E+12	PESADO	SACO
401632	ESPACADOR/NIVELADOR 1,5MM C/100PCS     -NIVELAPISO	F	F		19776	285834	3590635	285834	150293	17	1			02/09/2025 14:26	02/09/2025 14:33	02/09/2025 14:36	21	21	21	KELVE.SILVA	MAGNO.FERREIRA	1	373446	PAPELAO	109373	21	PAPELAO	31645	7,89863E+12	PESADO	SACO
401633	ESPACADOR/NIVELADOR 1,5MM C/100PCS     -NIVELAPISO	F	F		19776	285835	3590635	285835	150293	17	1			02/09/2025 14:26	02/09/2025 14:35	02/09/2025 14:36	21	21	21	KELVE.SILVA	CHECK_WEIGHT	1	373446	PAPELAO	109373	21	PAPELAO	31645	7,89863E+12	PESADO	SACO
401635	RESIST.ORIG.ADVANCED 127V/5500W  3055-Q LORENZETTI	F	F		12767	285836	3590635	285836	150352	17	1			02/09/2025 14:26	02/09/2025 14:42	02/09/2025 14:49	12	12	12	KELVE.SILVA	ALISON.TEIXEIRA	1	373457	PAPELAO	109373	21	PAPELAO	31645	7,89645E+12	PESADO	PEÇA
401634	ESPACADOR/NIVELADOR 1,5MM C/100PCS     -NIVELAPISO	F	F		19776	285836	3590635	285836	150293	17	1			02/09/2025 14:26	02/09/2025 14:41	02/09/2025 14:49	15	15	15	KELVE.SILVA	ALISON.TEIXEIRA	1	373446	PAPELAO	109373	21	PAPELAO	31645	7,89863E+12	PESADO	SACO
401636	DISCO CORTE INOX 115x1,0x22,23mm           -NORTON	F	F		31371	285836	3590635	285836	150436	17	1			02/09/2025 14:26	02/09/2025 14:42	02/09/2025 14:49	3	3	3	KELVE.SILVA	ALISON.TEIXEIRA	1	373465	PAPELAO	109373	21	PAPELAO	31645	7,89135E+12	PESADO	PACOTE
